"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX549768","GSM1396061: Single cell mRNA-seq_MGH30L_H03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617675","","244.71","1","2423990","484798000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549768","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549767","GSM1396060: Single cell mRNA-seq_MGH30L_H02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617674","","278.66","1","2732461","546492200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549767","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549766","GSM1396059: Single cell mRNA-seq_MGH30L_H01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617673","","21.85","1","208221","41644200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549766","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549765","GSM1396058: Single cell mRNA-seq_MGH30L_G12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617672","","326.24","1","3278041","655608200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549765","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549764","GSM1396057: Single cell mRNA-seq_MGH30L_G11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617671","","257.44","1","2573741","514748200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549764","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549763","GSM1396056: Single cell mRNA-seq_MGH30L_G10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617670","","282.5","1","2776620","555324000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549763","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549762","GSM1396055: Single cell mRNA-seq_MGH30L_G09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617669","","401.95","1","4013806","802761200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549762","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549761","GSM1396054: Single cell mRNA-seq_MGH30L_G08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617668","","275.33","1","2709257","541851400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549761","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549760","GSM1396053: Single cell mRNA-seq_MGH30L_G07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617667","","336.89","1","3320166","664033200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549760","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549759","GSM1396052: Single cell mRNA-seq_MGH30L_G06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617666","","330.65","1","3322492","664498400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549759","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549758","GSM1396051: Single cell mRNA-seq_MGH30L_G05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617665","","226.24","1","2259135","451827000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549758","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549757","GSM1396050: Single cell mRNA-seq_MGH30L_G04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617664","","260.74","1","2586187","517237400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549757","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549756","GSM1396049: Single cell mRNA-seq_MGH30L_G03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617662","","51.83","1","505549","101109800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549756","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549755","GSM1396048: Single cell mRNA-seq_MGH30L_G02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617663","","69.19","1","672046","134409200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549755","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549754","GSM1396047: Single cell mRNA-seq_MGH30L_G01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617661","","284.23","1","2844483","568896600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549754","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549753","GSM1396046: Single cell mRNA-seq_MGH30L_F12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617660","","260.69","1","2597947","519589400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549753","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549752","GSM1396045: Single cell mRNA-seq_MGH30L_F11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617659","","250.49","1","2476603","495320600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549752","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549751","GSM1396044: Single cell mRNA-seq_MGH30L_F10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617658","","254.64","1","2485727","497145400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549751","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549750","GSM1396043: Single cell mRNA-seq_MGH30L_F09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617657","","375.46","1","3717410","743482000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549750","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549749","GSM1396042: Single cell mRNA-seq_MGH30L_F08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617656","","302.71","1","2963270","592654000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549749","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549748","GSM1396041: Single cell mRNA-seq_MGH30L_F07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617655","","148.7","1","1442992","288598400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549748","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549747","GSM1396040: Single cell mRNA-seq_MGH30L_F06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617654","","279.02","1","2779469","555893800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549747","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549746","GSM1396039: Single cell mRNA-seq_MGH30L_F05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617653","","87.95","1","859176","171835200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549746","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549745","GSM1396038: Single cell mRNA-seq_MGH30L_F04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617652","","63.92","1","618693","123738600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549745","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549744","GSM1396037: Single cell mRNA-seq_MGH30L_F03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617651","","283.99","1","2814363","562872600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549744","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549743","GSM1396036: Single cell mRNA-seq_MGH30L_F02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617650","","304.24","1","2980218","596043600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549743","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549742","GSM1396035: Single cell mRNA-seq_MGH30L_F01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617649","","189.1","1","1873195","374639000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549742","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549741","GSM1396034: Single cell mRNA-seq_MGH30L_E12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617648","","341.11","1","3407142","681428400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549741","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549740","GSM1396033: Single cell mRNA-seq_MGH30L_E11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617647","","325.72","1","3241674","648334800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549740","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549739","GSM1396032: Single cell mRNA-seq_MGH30L_E10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617646","","114.55","1","1106844","221368800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549739","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549738","GSM1396031: Single cell mRNA-seq_MGH30L_E09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617645","","373.29","1","3712670","742534000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549738","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549737","GSM1396030: Single cell mRNA-seq_MGH30L_E08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617644","","370.89","1","3649754","729950800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549737","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549736","GSM1396029: Single cell mRNA-seq_MGH30L_E07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617643","","330.65","1","3245993","649198600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549736","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549735","GSM1396028: Single cell mRNA-seq_MGH30L_E06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617642","","32.45","1","317118","63423600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549735","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549734","GSM1396027: Single cell mRNA-seq_MGH30L_E05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617641","","286.38","1","2850514","570102800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549734","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549733","GSM1396026: Single cell mRNA-seq_MGH30L_E04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617640","","21.52","1","204879","40975800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549733","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549732","GSM1396025: Single cell mRNA-seq_MGH30L_E03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617639","","103.03","1","1012110","202422000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549732","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549731","GSM1396024: Single cell mRNA-seq_MGH30L_E02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617638","","54.97","1","535059","107011800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549731","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549730","GSM1396023: Single cell mRNA-seq_MGH30L_E01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617637","","276.43","1","2752926","550585200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549730","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549729","GSM1396022: Single cell mRNA-seq_MGH30L_D12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617636","","274.09","1","2717866","543573200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549729","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549728","GSM1396021: Single cell mRNA-seq_MGH30L_D11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617635","","277.92","1","2740478","548095600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549728","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549727","GSM1396020: Single cell mRNA-seq_MGH30L_D10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617634","","296.43","1","2884020","576804000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549727","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549726","GSM1396019: Single cell mRNA-seq_MGH30L_D09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617633","","302.25","1","2983125","596625000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549726","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549725","GSM1396018: Single cell mRNA-seq_MGH30L_D08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617632","","338.09","1","3289634","657926800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549725","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549724","GSM1396017: Single cell mRNA-seq_MGH30L_D07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617631","","272.09","1","2644666","528933200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549724","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549723","GSM1396016: Single cell mRNA-seq_MGH30L_D06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617630","","233.35","1","2311479","462295800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549723","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549722","GSM1396015: Single cell mRNA-seq_MGH30L_D05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617629","","281.34","1","2780097","556019400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549722","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549721","GSM1396014: Single cell mRNA-seq_MGH30L_D04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617628","","293.74","1","2895759","579151800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549721","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549720","GSM1396013: Single cell mRNA-seq_MGH30L_D03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617627","","245.4","1","2422794","484558800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549720","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549719","GSM1396012: Single cell mRNA-seq_MGH30L_D02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617626","","311.51","1","3036885","607377000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549719","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549718","GSM1396011: Single cell mRNA-seq_MGH30L_D01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617625","","251.47","1","2479495","495899000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549718","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549717","GSM1396010: Single cell mRNA-seq_MGH30L_C12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617624","","157.5","1","1568930","313786000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549717","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549716","GSM1396009: Single cell mRNA-seq_MGH30L_C11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617623","","260.09","1","2575935","515187000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549716","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549715","GSM1396008: Single cell mRNA-seq_MGH30L_C10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617622","","277.38","1","2711671","542334200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549715","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549714","GSM1396007: Single cell mRNA-seq_MGH30L_C09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617621","","280.31","1","2785421","557084200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549714","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549713","GSM1396006: Single cell mRNA-seq_MGH30L_C08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617620","","273.45","1","2680714","536142800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549713","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549712","GSM1396005: Single cell mRNA-seq_MGH30L_C07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617619","","197.57","1","1933548","386709600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549712","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549711","GSM1396004: Single cell mRNA-seq_MGH30L_C06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617618","","243.53","1","2423787","484757400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549711","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
